post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,tax:pwb-brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_color,attribute_data:pa_color
"Correa Flsun V400",correa-flsun-v400,,17072,"<p style=""text-align: left;""><strong>Correa Flsun V400</strong>, repuesto del sistema mecánico original de la marca Flsun.</p>

<ul>
 	<li>Largo: 150 cm</li>
 	<li>Ancho: 6 mm</li>
 	<li>Paso: GT2</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Mecánica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">Motriz</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">Correa</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Creality</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Creality, Artillery, Anycubic</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">Goma</div>
</div>
</div>",publish,,438,"2023-08-15 10:25:04",1291,open,,,,no,no,,30,,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/correa-flsun-v400.webp ! alt : Correa Flsun V400 ! title : Correa Flsun V400 ! desc : Correa Flsun V400 ! caption : ",,https://tiendakrear3d.com/producto/correa-flsun-v400/,5,Flsun,simple,,"Repuestos|Repuestos > Correas",,,,
"Tubo Calefactor Flsun V400",tubo-calefactor-flsun-v400,,17074,"<strong>Tubo Calefactor Flsun V400</strong>, es un componente clave utilizado en impresoras 3D para calentar la boquilla del extrusor y derretir el filamento de impresión para su extrusión. El tubo calefactor es un elemento resistivo que se encuentra en el interior de un tubo metálico que se conecta al bloque del extrusor.
<ul>
 	<li>Voltaje entrada: 24VDC</li>
 	<li>Potencia 50W</li>
</ul>
<p style=""text-align: center;""><img class=""wp-image-3989 alignnone"" src=""https://tiendakrear3d.com/wp-content/uploads/2023/08/tubo-calefactor-flsun-v400.webp"" alt=""Tubo Calefactor Elegoo"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">Tubo Calefactor Flsun V400</h3>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title=""""><strong>Mecánica</strong></div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor""><strong>Extrusión</strong></div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor""><strong>Tubo Calefactor</strong></div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor""><strong>Elegoo</strong></div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor""><strong>Neptune 3 Pro, Plus, Max</strong></div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">-</div>
</div>
</div>",publish,,391,"2023-08-15 10:44:01",1291,open,,,,no,no,,30,,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/tubo-calefactor-flsun-v400.webp ! alt : Tubo Calefactor Flsun V400 ! title : Tubo Calefactor Flsun V400 ! desc : Tubo Calefactor Flsun V400 ! caption : ",,https://tiendakrear3d.com/producto/tubo-calefactor-flsun-v400/,0,Flsun,simple,,"Repuestos|Repuestos > Resistencias","Tubo Calefactor",,,
"Termistor Flsun V400",termistor-flsun-v400,,17075,"<p style=""text-align: left;""><strong>Termistor Flsun V400,</strong> repuesto del componente electrónico de la marca Flsun, compatible con el modelo V400.</p>","<ul>
 	<li>Tipo</li>
 	<li>Electrónico</li>
</ul>
<ul>
 	<li>Sistema</li>
 	<li>Medicion</li>
</ul>
<ul>
 	<li>Categoría</li>
 	<li>Sensor</li>
</ul>
<ul>
 	<li>Marca</li>
 	<li>Creality</li>
</ul>
<ul>
 	<li>Compatibilidad</li>
 	<li>Ender 3, Ender 3 Pro</li>
</ul>
<ul>
 	<li>Material</li>
 	<li>-</li>
</ul>",publish,,396,"2023-08-15 10:44:08",1291,open,,,,no,no,,30,,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/termistor-flsun-v400.webp ! alt : Termistor Flsun V400 ! title : Termistor Flsun V400 ! desc : Termistor Flsun V400 ! caption : ",,https://tiendakrear3d.com/producto/termistor-flsun-v400/,0,Flsun,simple,,"Repuestos|Repuestos > Termistores",,,,
"Ventilador Turbo 4510 V400",ventilador-turbo-4510-flsun-v400,,17078,"<strong>Ventilador Turbo 4510 Flsun V400</strong>, repuesto para el sistema de refrigeración de la marca Flsun.
<p style=""text-align: center;""></p>",,publish,,350,"2023-08-15 10:50:47",1291,open,,,,no,no,,80,,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/Ventilador-Turbo-4510-Flsun-V400.webp ! alt : Ventilador Turbo 4510 Flsun V400 ! title : Ventilador Turbo 4510 Flsun V400 ! desc : Ventilador Turbo 4510 Flsun V400 ! caption : ",,https://tiendakrear3d.com/producto/ventilador-turbo-4510-flsun-v400/,0,Flsun,simple,,"Repuestos|Repuestos > Ventiladores",,,,
"Cama Térmica para Flsun V400",cama-termica-para-flsun-v400,,17080,"<strong>Cama Térmica para Flsun V400</strong>, Repuesto para el sistema de calentamiento de la plataforma de la marca Flsun, compatible con el modelo V400.","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Mecánica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">-</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">Cama termica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Artillery</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Artillery Genius</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">Silicona</div>
</div>
</div>",publish,,1241,"2023-08-15 11:01:29",1291,open,,,,no,no,,250,,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/cama-termica-para-flsun-v400.webp ! alt : Cama Térmica para Flsun V400 ! title : Cama Térmica para Flsun V400 ! desc : Cama Térmica para Flsun V400 ! caption : ",,https://tiendakrear3d.com/producto/cama-termica-para-flsun-v400/,0,Flsun,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Placa de Transferencia Flsun V400",placa-de-transferencia-flsun-v400,,17082,"<strong>Placa de Transferencia Flsun V400</strong>, Repuesto del sistema electrónico de la marca Flsun, compatible con el modelo V400.

&nbsp;","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Electrónico</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">Motriz</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">Tarjeta electrónica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Artillery</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Artillery Genius Pro</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor""></div>
</div>
</div>",publish,,453,"2023-08-15 11:05:36",1291,open,,,,no,no,,120,100,0.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/placa-de-transferencia-flsun-v400.webp ! alt : Placa de Transferencia Flsun V400 ! title : Placa de Transferencia Flsun V400 ! desc : Placa de Transferencia Flsun V400 ! caption : ",,https://tiendakrear3d.com/producto/placa-de-transferencia-flsun-v400/,0,Flsun,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Motor del Extrusor Flsun V400",motor-del-extrusor-flsun-v400,,17084,"<strong>Motor del Extrusor Flsun V400</strong>, repuesto del sistema electrónico de la marca Flsun, compatible con el modelo V400.","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Mecánica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">Motriz</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">Motor</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Creality</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Ender 3, Ender 3 Pro</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">-</div>
</div>
</div>",publish,,457,"2023-08-15 11:12:14",1291,open,,,,no,no,,120,100,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/motor-del-extrusor-flsun-v400.webp ! alt : Motor del Extrusor Flsun V400 ! title : Motor del Extrusor Flsun V400 ! desc : Motor del Extrusor Flsun V400 ! caption : ",,https://tiendakrear3d.com/producto/motor-del-extrusor-flsun-v400/,0,Flsun,simple,,"Repuestos|Repuestos > Motores",,,,
"Boquilla V6 de Acero Endurecido 0.4mm",boquilla-v6-0-4mm-de-acero-endurecido,,17096,"La <strong>Boquilla V6 0.4mm de Acero Endurecido </strong>está fabricada con acero de alta dureza, se vuelve más resistente al desgaste después del tratamiento térmico, lo que le permite imprimir una mayor variedad de filamentos, incluso los filamentos de alta dureza.

&nbsp;
<div class=""group w-full text-gray-800 dark:text-gray-100 border-b border-black/10 dark:border-gray-900/50 bg-gray-50 dark:bg-[#444654]"">
<div class=""flex p-4 gap-4 text-base md:gap-6 md:max-w-2xl lg:max-w-[38rem] xl:max-w-3xl md:py-6 lg:px-0 m-auto"">
<div class=""relative flex w-[calc(100%-50px)] flex-col gap-1 md:gap-3 lg:w-[calc(100%-115px)]"">
<div class=""flex flex-grow flex-col gap-3"">
<div class=""min-h-[20px] flex items-start overflow-x-auto whitespace-pre-wrap break-words flex-col gap-4"">
<div class=""markdown prose w-full break-words dark:prose-invert light"">

Se ha combinado un avanzado proceso de tratamiento térmico y una mejor protección contra la oxidación para prolongar la vida útil de la boquilla.

</div>
</div>
</div>
</div>
</div>
</div>
<p style=""text-align: center""><img class=""alignnone wp-image-12114 "" src=""https://tiendakrear3d.com/wp-content/uploads/2023/08/boquilla-v6-0-4mm-de-acero-endurecido.webp"" alt=""Boquilla V6 de 0.4 mm Mellow"" width=""414"" height=""414"" /></p>

<h3 style=""text-align: center"">Boquilla V6 0.4mm de Acero Endurecido</h3>","<ul>
 	<li>Tipo</li>
 	<li>Mecánica</li>
</ul>
<ul>
 	<li>Sistema</li>
 	<li>Extrusión</li>
</ul>
<ul>
 	<li>Categoría</li>
 	<li>Boquilla</li>
</ul>
<ul>
 	<li>Marca</li>
 	<li>Mellow</li>
</ul>
<ul>
 	<li>Compatibilidad</li>
 	<li>V6</li>
</ul>
<ul>
 	<li>Material</li>
 	<li>Latón</li>
</ul>",publish,,250,"2023-08-16 12:04:26",1291,open,,,,no,no,,50,40,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/boquilla-v6-0-4mm-de-acero-endurecido.webp ! alt : Boquilla V6 0.4mm de Acero Endurecido ! title : Boquilla V6 0.4mm de Acero Endurecido ! desc : Boquilla V6 0.4mm de Acero Endurecido ! caption : ",,https://tiendakrear3d.com/producto/boquilla-v6-0-4mm-de-acero-endurecido/,5,"Krear 3D",simple,,"Repuestos|Repuestos > Boquillas",Boquilla|Mellow|V6,,,
"Gatillo Metálico de Extrusor Titan",gatillo-metalico-de-extrusor-titan,,17098,"Gatillo Metálico de Extrusor Titan. Repuesto metálico para el sistema de extrusión de la marca Artillery, compatible con todos los modelos.","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Mecánica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">Extrusión</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">Extrusor</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Artillery</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Todos los modelos</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">Plástico</div>
</div>
</div>",publish,,409,"2023-08-16 12:57:00",1291,open,,,,no,no,,50,35,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/gatillo-metalico-de-extrusor-titan.webp ! alt : Gatillo Metálico de Extrusor Titan ! title : Gatillo Metálico de Extrusor Titan ! desc : Gatillo Metálico de Extrusor Titan ! caption : ",,https://tiendakrear3d.com/producto/gatillo-metalico-de-extrusor-titan/,3,Artillery,simple,,"Repuestos|Repuestos > Hotends",,,,
"Rueda dentada para Extrusor Titan",rueda-dentada-para-extrusor-titan,,17100,"Rueda dentada para Extrusor Titan. Repuesto mecánico para el sistema de extrusión de la marca Artillery, compatible con todos los modelos Genius y Sidewinder.","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Mecánica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">Extrusión</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">Extrusor</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Artillery</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Todos los modelos</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">Plástico</div>
</div>
</div>",publish,,410,"2023-08-16 13:30:40",1291,open,,,,no,no,,40,30,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/rueda-dentada-para-extrusor-titan.webp ! alt : Rueda dentada para Extrusor Titan. Repuesto mecánico para el sistema de extrusión de la marca Artillery, compatible con todos los modelos Genius y Sidewinder. ! title : Rueda dentada para Extrusor Titan. Repuesto mecánico para el sistema de extrusión de la marca Artillery, compatible con todos los modelos Genius y Sidewinder. ! desc : Rueda dentada para Extrusor Titan. Repuesto mecánico para el sistema de extrusión de la marca Artillery, compatible con todos los modelos Genius y Sidewinder. ! caption : ",,https://tiendakrear3d.com/producto/rueda-dentada-para-extrusor-titan/,3,Artillery,simple,,"Repuestos|Repuestos > Hotends",,,,
"Creality Ender 3 V3 SE",creality-ender-3-v3-se,,17102,"La <strong>Creality Ender 3 V3 SE</strong>, Impresora 3D compacta con una excelente relación precio-rendimiento
<ul>
 	<li>Volumen de impresión 220 x 220 x 250 mm</li>
 	<li>Perfiles en forma de T</li>
 	<li>Ejes rígidos y rieles lineales robustos</li>
 	<li>Extrusora Direct Drive ""Sprite""</li>
 	<li>Nivelación automática</li>
 	<li>Carga y descarga automática de filamentos</li>
</ul>
&nbsp;
<p style=""text-align: center;""><img class=""wp-image-10107 alignnone"" src=""https://tiendakrear3d.com/wp-content/uploads/2023/08/creality-ender-3-v3-se.webp"" alt=""Creality Ender 3 V3 SE"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">Creality Ender 3 V3 SE</h3>","<p class=""k11-pdf"">Incluye: Capacitación virtual de 6 horas y 24 meses garantía</p>

<pre><em>Tecnología</em><em>FDM</em></pre>
<pre><em>Volumen de imp.</em><em>220x220x250mm</em></pre>
<pre><em>Resolución de capa</em><em>0.1-0.4mm</em></pre>
<pre><em>Velocidad max.</em><em>120mm/s</em></pre>
<pre><em>Tipo de extrusor</em><em>Bowden</em></pre>
<pre><em>Diámetro de boquilla</em><em>0.4mm</em></pre>",publish,,510,"2023-08-16 14:10:52",1291,open,,,,no,no,1,1500,1200,10.01,,,,,,instock,no,no,,no,taxable,6951|5832|6360|818,7199|3988|1983|12368,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/creality-ender-3-v3-se.webp ! alt : Creality Ender 3 V3 SE ! title : Creality Ender 3 V3 SE ! desc : Creality Ender 3 V3 SE ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2023/08/creality-ender-3-v3-se2.webp ! alt : Creality Ender 3 V3 SE ! title : Creality Ender 3 V3 SE ! desc : Creality Ender 3 V3 SE ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2023/08/creality-ender-3-v3-se1.webp ! alt : Creality Ender 3 V3 SE ! title : Creality Ender 3 V3 SE ! desc : Creality Ender 3 V3 SE ! caption : ",,https://tiendakrear3d.com/producto/creality-ender-3-v3-se/,17,Creality,simple,,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3 V3 SE",,,
